Index;Load;Biomass;Fossil Gas;Fossil Hard coal;Fossil Oil;Hydro Pumped Storage Generation;Hydro Pumped Storage Consumption;Hydro Run-of-river and poundage;Hydro Water Reservoir;Nuclear;Solar;Waste;Wind Offshore;Wind Onshore
2024-10-11 19:00:00+02:00;51004;302;2410;0;680;2855;;6146;3347;41085;346;313;281;1556
2024-10-11 20:00:00+02:00;49403;301;2250;0;477;2765;;6089;3367;41134;0;312;392;2180
2024-10-11 21:00:00+02:00;46651;301;1768;0;75;2731;;5995;3528;41257;0;313;446;2946
2024-10-11 22:00:00+02:00;47233;301;1518;0;76;2554;;5893;3422;41028;0;314;538;3710
2024-10-11 23:00:00+02:00;46850;301;1375;0;76;2254;;5838;3162;40825;0;312;665;4350
2024-10-12 00:00:00+02:00;44010;301;1175;0;76;1127;;5625;2624;40401;0;315;748;5124
2024-10-12 01:00:00+02:00;41516;301;1150;0;76;;73;5337;2177;40230;0;316;901;5364
2024-10-12 02:00:00+02:00;39959;301;825;0;76;;1573;5037;2064;40224;0;315;793;5233
2024-10-12 03:00:00+02:00;37938;301;490;0;76;;2187;4984;1723;40186;0;314;831;5056
2024-10-12 04:00:00+02:00;36793;301;491;0;74;;2255;4942;1573;40062;0;313;631;5069
2024-10-12 05:00:00+02:00;37131;301;492;0;74;;2131;4942;1748;40322;0;315;642;5210
2024-10-12 06:00:00+02:00;38747;301;494;0;74;;1081;5128;2053;40588;0;312;539;5453
2024-10-12 07:00:00+02:00;40840;301;493;0;74;138;;5410;2237;40702;272;315;334;5794
2024-10-12 08:00:00+02:00;42599;301;494;0;74;682;;5559;2547;40995;432;315;251;5786
2024-10-12 09:00:00+02:00;44842;301;495;0;75;1006;;5542;2570;41163;1340;314;177;5570
2024-10-12 10:00:00+02:00;46398;301;497;0;76;508;;5115;2420;40896;2787;312;185;5005
2024-10-12 11:00:00+02:00;47193;301;496;0;76;;246;5022;2480;40554;3854;311;197;4311
2024-10-12 12:00:00+02:00;49076;301;491;0;76;;839;4971;2046;39915;4657;317;136;3999
2024-10-12 13:00:00+02:00;48028;301;490;0;73;;1819;4937;1686;38880;5652;318;80;4001
2024-10-12 14:00:00+02:00;45543;301;490;0;74;;2078;4897;1782;38313;5406;316;109;4193
2024-10-12 15:00:00+02:00;44130;301;493;0;74;;1350;4893;2080;38098;5037;311;165;4608
2024-10-12 16:00:00+02:00;42889;306;494;0;74;;774;4978;2046;38581;3995;309;167;4830
2024-10-12 17:00:00+02:00;42799;306;496;0;74;;174;5293;2104;39117;2526;310;179;5169
2024-10-12 18:00:00+02:00;44543;307;496;0;74;1167;;5662;2633;39691;953;309;283;5420
2024-10-12 19:00:00+02:00;47308;302;493;0;74;2345;;5843;3209;39627;303;306;472;5874
2024-10-12 20:00:00+02:00;45501;309;497;0;74;1425;;5764;2983;39575;0;307;550;6280
2024-10-12 21:00:00+02:00;43221;307;495;0;74;;341;5360;2329;38819;0;306;764;7163
2024-10-12 22:00:00+02:00;43964;309;493;0;74;;1761;5171;2154;38280;0;306;758;7613
2024-10-12 23:00:00+02:00;44327;321;493;0;74;;2669;5067;1577;35460;0;306;597;7654
2024-10-13 00:00:00+02:00;42033;312;491;0;74;;2678;4845;1523;29672;0;307;465;6979
2024-10-13 01:00:00+02:00;39094;310;492;0;74;;2680;4790;1288;27741;0;307;433;3673
2024-10-13 02:00:00+02:00;37319;311;493;0;74;;2616;4717;1137;27722;0;305;477;3263
2024-10-13 03:00:00+02:00;35056;306;492;0;74;;2669;4708;934;27775;0;305;371;3018
2024-10-13 04:00:00+02:00;33625;309;492;0;74;;2716;4672;865;27386;0;307;312;2352
2024-10-13 05:00:00+02:00;33602;309;492;0;74;;2723;4644;793;27715;0;306;233;1438
2024-10-13 06:00:00+02:00;34622;308;491;0;74;;2678;4684;889;28341;0;305;216;960
2024-10-13 07:00:00+02:00;37020;309;492;0;74;;2553;4727;973;28663;264;308;162;2011
2024-10-13 08:00:00+02:00;38276;309;537;0;74;;1764;4817;1322;29687;459;290;109;2266
2024-10-13 09:00:00+02:00;40803;308;727;0;74;;2175;4829;1340;30398;1968;294;122;1804
2024-10-13 10:00:00+02:00;42797;307;905;0;74;;2592;4834;1300;29195;4645;294;186;1339
2024-10-13 11:00:00+02:00;43747;306;991;0;74;;2607;4850;1317;28054;7052;297;206;1072
2024-10-13 12:00:00+02:00;45684;310;1308;0;74;;2600;4712;1196;26736;8854;298;182;1011
2024-10-13 13:00:00+02:00;43958;309;1008;0;74;;1312;4672;816;25696;9982;297;81;922
2024-10-13 14:00:00+02:00;41368;311;989;0;74;;1727;4644;1150;25538;7764;303;81;751
2024-10-13 15:00:00+02:00;39974;307;989;0;76;;2477;4662;936;26506;8899;305;75;789
2024-10-13 16:00:00+02:00;39298;308;988;0;76;;2330;4698;1064;29250;7567;303;58;770
2024-10-13 17:00:00+02:00;39941;306;990;0;76;;1703;4841;1634;35489;4356;301;53;806
2024-10-13 18:00:00+02:00;43481;306;1117;0;75;404;;5385;2818;39317;1331;304;69;875
2024-10-13 19:00:00+02:00;47340;313;1422;0;218;2183;;5617;3115;40222;307;311;134;1161
2024-10-13 20:00:00+02:00;45977;308;1696;0;807;1645;;5715;2770;39921;0;311;172;1651
2024-10-13 21:00:00+02:00;43704;314;1129;0;360;264;;5473;2081;40505;0;308;277;2248
2024-10-13 22:00:00+02:00;43859;307;495;0;74;90;;5528;2260;40867;0;309;267;2724
2024-10-13 23:00:00+02:00;43325;317;495;0;74;;313;5184;1943;40820;0;311;288;3238
2024-10-14 00:00:00+02:00;41231;311;494;0;74;;812;5017;1770;40763;0;307;267;3343
2024-10-14 01:00:00+02:00;39031;315;495;0;74;;1906;4924;1624;40788;0;306;439;3313
2024-10-14 02:00:00+02:00;37845;314;494;0;74;;2157;4854;1537;40812;0;306;561;3578
2024-10-14 03:00:00+02:00;36208;306;492;0;76;;2413;4938;1507;40750;0;307;648;3702
2024-10-14 04:00:00+02:00;35503;311;492;0;76;;2040;4896;1456;40891;0;309;593;3770
2024-10-14 05:00:00+02:00;37353;317;589;0;76;;163;4879;1592;40683;0;305;634;4041
2024-10-14 06:00:00+02:00;42758;319;926;0;76;2049;;5126;2444;40972;0;306;440;3991
2024-10-14 07:00:00+02:00;48041;313;1876;0;75;2829;;5242;2624;41088;280;305;224;4081
2024-10-14 08:00:00+02:00;50390;307;1953;0;123;3098;;5309;2891;41637;409;307;203;3828
2024-10-14 09:00:00+02:00;51054;310;2198;0;460;2902;;5394;3058;41807;1344;311;234;3658
2024-10-14 10:00:00+02:00;51497;307;2024;0;363;2468;;5330;2785;41740;3429;307;296;2796
2024-10-14 11:00:00+02:00;51501;312;1649;0;301;1789;;5203;2700;41721;5530;305;363;2225
2024-10-14 12:00:00+02:00;51960;306;1581;0;170;1372;;5119;2404;41619;7026;304;293;2090
2024-10-14 13:00:00+02:00;50590;306;1316;0;104;1520;;5054;2254;41498;7626;305;239;2176
2024-10-14 14:00:00+02:00;49089;306;1061;0;149;1429;;4811;2118;41418;7261;293;242;2356
2024-10-14 15:00:00+02:00;47594;306;684;0;141;1188;;4861;2005;41423;6310;296;231;2542
2024-10-14 16:00:00+02:00;46647;307;787;0;109;705;;4911;1991;41220;4868;297;238;2633
2024-10-14 17:00:00+02:00;46696;306;993;0;78;1261;;5260;2685;41412;2698;315;187;2322
2024-10-14 18:00:00+02:00;49539;308;1977;0;75;2254;;5469;3403;41591;852;313;120;1839
2024-10-14 19:00:00+02:00;52982;308;2940;0;75;3226;;5626;3698;41624;301;313;48;1404
2024-10-14 20:00:00+02:00;49894;309;2576;0;75;2031;;5649;3248;41512;0;314;10;1230
2024-10-14 21:00:00+02:00;46540;308;2815;0;75;1876;;5647;3170;41346;0;313;0;1197
2024-10-14 22:00:00+02:00;46386;308;2846;0;75;2454;;5705;2921;41637;0;312;1;1181
2024-10-14 23:00:00+02:00;45841;306;2579;0;75;1875;;5584;2852;41735;0;309;21;1327
2024-10-15 00:00:00+02:00;42885;308;1437;0;75;2348;;5478;2651;41728;0;310;30;1559
2024-10-15 01:00:00+02:00;40510;309;757;0;74;1725;;5345;2476;41707;0;310;52;1871
2024-10-15 02:00:00+02:00;39230;310;724;0;73;654;;5082;2297;41521;0;310;84;2352
2024-10-15 03:00:00+02:00;37216;310;686;0;74;;661;4884;1989;41174;0;309;138;2759
2024-10-15 04:00:00+02:00;36396;308;666;0;74;;1550;4905;1760;41397;0;309;171;3021
2024-10-15 05:00:00+02:00;38164;309;736;0;74;;437;4894;1862;41412;0;304;220;3167
2024-10-15 06:00:00+02:00;43028;308;770;0;75;1577;;5253;2620;41547;0;307;281;3344
2024-10-15 07:00:00+02:00;48397;308;1241;0;75;3252;;5535;3447;41767;282;310;260;3666
2024-10-15 08:00:00+02:00;50170;307;1663;0;75;2799;;5492;3395;41790;446;307;271;3898
2024-10-15 09:00:00+02:00;50521;307;1669;0;75;2253;;5418;3107;41782;1407;305;271;4327
2024-10-15 10:00:00+02:00;50561;306;1577;0;92;2011;;5371;2820;41745;3083;305;260;4344
2024-10-15 11:00:00+02:00;50491;306;1237;0;110;1676;;5301;2493;41707;4306;296;320;4314
2024-10-15 12:00:00+02:00;50991;307;1193;0;80;1091;;5114;2329;41678;5728;302;377;4340
2024-10-15 13:00:00+02:00;50033;307;1173;0;87;709;;4834;1969;41596;6938;305;449;4388
2024-10-15 14:00:00+02:00;48762;307;1072;0;123;54;;4463;1798;41432;6983;313;533;4810
2024-10-15 15:00:00+02:00;47407;306;915;0;93;;420;4468;1549;41259;5939;312;589;5307
2024-10-15 16:00:00+02:00;46400;307;678;0;112;481;;4816;1949;41281;4478;315;808;5855
2024-10-15 17:00:00+02:00;46140;307;632;0;81;982;;5006;2160;41301;2312;314;885;6477
2024-10-15 18:00:00+02:00;48483;307;656;0;81;2096;;5328;2635;41509;775;315;982;7097
2024-10-15 19:00:00+02:00;51743;307;766;0;80;2744;;5580;3067;41506;304;315;1026;8070
2024-10-15 20:00:00+02:00;48877;307;902;0;80;1728;;5444;2581;41421;0;318;970;8979
2024-10-15 21:00:00+02:00;45535;307;883;0;81;565;;5338;2187;40654;0;317;1068;9414
2024-10-15 22:00:00+02:00;45554;307;974;0;79;;31;5277;2601;40707;0;318;839;9447
2024-10-15 23:00:00+02:00;45131;306;507;0;78;;732;5210;2397;40506;0;319;890;9178
2024-10-16 00:00:00+02:00;42278;307;477;0;79;;1479;4882;1665;38903;0;321;831;9234
2024-10-16 01:00:00+02:00;39527;308;476;0;79;;1841;4747;1592;36953;0;327;838;9655
2024-10-16 02:00:00+02:00;38272;306;484;0;79;;2639;4640;1462;35973;0;325;833;10022
2024-10-16 03:00:00+02:00;36418;308;486;0;79;;2751;4531;1337;34435;0;326;734;10259
2024-10-16 04:00:00+02:00;35762;306;487;0;79;;2743;4499;1306;34242;0;324;806;10131
2024-10-16 05:00:00+02:00;37528;307;485;0;79;;2138;4612;1430;35601;0;312;818;10026
2024-10-16 06:00:00+02:00;41730;307;467;0;80;;1376;4762;1711;38758;0;307;744;9926
2024-10-16 07:00:00+02:00;46360;307;460;0;81;;45;5117;2172;39898;282;316;732;10176
2024-10-16 08:00:00+02:00;48353;307;461;0;80;852;;5207;2531;40001;432;320;869;10021
2024-10-16 09:00:00+02:00;48874;306;466;0;81;353;;5119;1960;40088;1759;318;735;9647
2024-10-16 10:00:00+02:00;49126;306;469;0;88;;1344;4865;1340;38261;3911;317;745;9156
2024-10-16 11:00:00+02:00;50221;306;476;0;144;;1949;4645;1277;35820;5891;320;601;9018
2024-10-16 12:00:00+02:00;51787;302;488;0;81;;1650;4694;1297;35622;6703;318;431;8852
2024-10-16 13:00:00+02:00;51098;303;483;0;129;;1801;4585;1141;35207;7249;319;426;8740
2024-10-16 14:00:00+02:00;49620;305;482;0;186;;1910;4559;1164;35056;6841;317;389;9029
2024-10-16 15:00:00+02:00;47931;307;487;0;81;;1655;4493;1509;36232;5515;313;473;8593
2024-10-16 16:00:00+02:00;46754;310;491;0;81;;895;4629;1936;37416;3985;317;486;8428
2024-10-16 17:00:00+02:00;46357;310;491;0;81;41;;5008;2039;38548;2033;318;262;8878
2024-10-16 18:00:00+02:00;48691;309;488;0;80;900;;5382;2760;39862;674;321;234;8914
2024-10-16 19:00:00+02:00;51518;311;480;0;80;1662;;5720;3205;40019;299;320;506;9086
2024-10-16 20:00:00+02:00;48274;310;482;0;80;1129;;5552;2935;40054;0;306;524;9047
2024-10-16 21:00:00+02:00;45031;311;477;0;80;509;;5390;2430;39685;0;305;469;9302
2024-10-16 22:00:00+02:00;45150;308;470;0;81;;201;5476;2286;39760;0;295;534;8848
2024-10-16 23:00:00+02:00;44587;308;460;0;81;;855;5282;2036;39623;0;302;515;8193
2024-10-17 00:00:00+02:00;42031;308;460;0;80;;2064;5140;1746;37571;0;316;653;8084
2024-10-17 01:00:00+02:00;39744;308;470;0;79;;2475;5056;1672;35033;0;320;646;8252
2024-10-17 02:00:00+02:00;38250;310;455;0;79;;2500;5019;1594;32876;0;323;568;8481
2024-10-17 03:00:00+02:00;36354;309;469;0;79;;2557;4919;1590;32315;0;322;604;8292
2024-10-17 04:00:00+02:00;35628;309;467;0;79;;2340;4813;1456;33168;0;323;538;7040
2024-10-17 05:00:00+02:00;37229;311;482;0;79;;1368;4862;1738;37398;0;312;495;5795
2024-10-17 06:00:00+02:00;41649;309;482;0;80;198;;5297;2728;39934;0;299;443;4347
2024-10-17 07:00:00+02:00;46747;308;469;0;80;2193;;5493;3039;40287;281;296;364;3380
2024-10-17 08:00:00+02:00;48528;310;476;0;80;2461;;5429;3246;40526;401;292;269;2892
2024-10-17 09:00:00+02:00;49406;308;472;0;80;2014;;5272;2997;40533;1080;299;135;2329
2024-10-17 10:00:00+02:00;49911;308;453;0;80;1849;;5202;2825;40468;2357;302;125;1943
2024-10-17 11:00:00+02:00;50927;307;449;0;80;946;;5195;2690;40387;3255;301;95;1860
2024-10-17 12:00:00+02:00;51707;316;496;0;80;778;;5056;2413;40354;3548;304;50;1861
2024-10-17 13:00:00+02:00;50736;319;494;0;81;1176;;5171;2547;40523;3676;306;25;1861
2024-10-17 14:00:00+02:00;49690;318;820;0;80;2041;;5141;2425;40422;3680;300;4;1947
2024-10-17 15:00:00+02:00;48421;317;953;0;81;2253;;5098;2413;40516;3457;294;33;2200
2024-10-17 16:00:00+02:00;47510;322;754;0;81;2187;;4978;2603;40491;2492;303;68;2258
2024-10-17 17:00:00+02:00;47323;324;661;0;81;2407;;4982;2795;40743;1591;307;138;2666
2024-10-17 18:00:00+02:00;49362;324;790;0;140;1570;;5186;2909;40929;606;310;276;3029
2024-10-17 19:00:00+02:00;52054;325;984;0;161;2320;;5320;3426;40864;304;313;405;3259
2024-10-17 20:00:00+02:00;48946;326;987;0;81;2468;;5189;3334;40797;0;318;437;3541
2024-10-17 21:00:00+02:00;45622;326;864;0;80;2149;;5052;3102;40781;0;319;499;4106
2024-10-17 22:00:00+02:00;45858;327;660;0;81;1902;;5168;2963;40666;0;322;437;4162
2024-10-17 23:00:00+02:00;45408;326;648;0;81;1356;;5330;3008;40194;0;321;386;4375
2024-10-18 00:00:00+02:00;42430;327;640;0;80;;61;5170;2988;39825;0;323;332;4476
2024-10-18 01:00:00+02:00;40170;326;545;0;77;;1424;5148;2681;39903;0;323;377;4742
2024-10-18 02:00:00+02:00;38886;324;532;0;80;;2070;5181;2419;38618;0;325;401;5286
2024-10-18 03:00:00+02:00;37039;325;530;0;81;;2072;5093;2173;37108;0;325;355;4976
2024-10-18 04:00:00+02:00;36449;325;528;0;81;;2058;5016;1934;37235;0;325;399;4622
2024-10-18 05:00:00+02:00;38264;325;530;0;80;;1071;4973;2544;38523;0;324;304;4069
2024-10-18 06:00:00+02:00;42754;326;524;0;80;670;;5026;2918;39665;0;315;229;3786
2024-10-18 07:00:00+02:00;47975;328;532;0;81;2344;;5342;3409;39952;290;300;108;3563
2024-10-18 08:00:00+02:00;49932;320;537;0;138;3237;;5388;3309;40188;407;300;103;3121
2024-10-18 09:00:00+02:00;50804;312;949;0;961;2758;;5230;3344;40120;1276;300;82;2767
2024-10-18 10:00:00+02:00;50842;309;787;0;1187;1919;;5265;3255;39939;2850;303;52;2397
2024-10-18 11:00:00+02:00;51314;307;507;0;309;1703;;5374;3198;40003;4429;298;51;2022
2024-10-18 12:00:00+02:00;52058;308;532;0;175;1653;;5471;3026;40157;5659;301;24;1910
2024-10-18 13:00:00+02:00;51174;310;513;0;126;1168;;5475;2773;40103;6452;301;29;1931
2024-10-18 14:00:00+02:00;49242;310;522;0;81;478;;5281;2384;39950;6297;300;72;2016
2024-10-18 15:00:00+02:00;47391;323;521;0;81;;94;5159;2236;39860;5331;296;104;2140
2024-10-18 16:00:00+02:00;45978;325;533;0;81;;434;5221;2565;39735;4247;301;184;2221
2024-10-18 17:00:00+02:00;45996;325;633;0;81;418;;5419;3273;40082;2483;304;307;2115
2024-10-18 18:00:00+02:00;48317;329;957;0;336;2488;;5713;3547;40214;848;304;399;2127
2024-10-18 19:00:00+02:00;51009;328;1264;0;1106;3266;;5900;3670;40312;310;304;563;2094
2024-10-18 20:00:00+02:00;48493;329;1143;0;1153;2572;;5756;3426;40497;0;303;665;2159
2024-10-18 21:00:00+02:00;45764;327;982;0;1158;2350;;5673;3365;40403;0;307;706;2400
2024-10-18 22:00:00+02:00;45901;331;651;0;1076;2705;;5599;3766;40484;0;310;764;2548
2024-10-18 23:00:00+02:00;45490;328;643;0;974;2465;;5597;3777;40702;0;309;832;2879
2024-10-19 00:00:00+02:00;42563;327;640;0;973;831;;5648;3496;40653;0;308;994;3345
2024-10-19 01:00:00+02:00;39908;331;541;0;371;;212;5421;2956;39942;0;309;1169;3963
2024-10-19 02:00:00+02:00;38228;330;545;0;76;;809;5293;2710;38592;0;310;1136;4314
2024-10-19 03:00:00+02:00;36095;327;547;0;77;;1972;5115;2225;37585;0;312;1098;4308
2024-10-19 04:00:00+02:00;34879;327;541;0;80;;2421;5095;1770;37482;0;311;1166;4252
2024-10-19 05:00:00+02:00;35198;331;537;0;80;;2279;4929;1844;37472;0;310;1062;4539
2024-10-19 06:00:00+02:00;36720;331;529;0;78;;2141;4973;2502;38017;0;308;1090;4929
2024-10-19 07:00:00+02:00;38632;330;531;0;76;;1982;5076;2594;38760;283;308;964;5050
2024-10-19 08:00:00+02:00;40449;329;530;0;79;;934;5249;2730;39211;453;310;771;5270
2024-10-19 09:00:00+02:00;42721;331;532;0;80;;672;5166;2860;39543;1705;309;833;5556
2024-10-19 10:00:00+02:00;44424;331;549;0;80;;1377;5211;2743;39510;3688;310;754;5449
2024-10-19 11:00:00+02:00;45357;332;548;0;80;;1767;5110;2676;39355;5527;309;472;5430
2024-10-19 12:00:00+02:00;47019;331;553;0;80;;1754;5161;2350;38991;6937;307;373;5485
2024-10-19 13:00:00+02:00;45529;330;547;0;78;;2012;5176;2234;36799;8328;308;270;5283
2024-10-19 14:00:00+02:00;43233;327;526;0;76;;2375;5100;2155;34567;8652;307;197;4917
2024-10-19 15:00:00+02:00;41744;328;539;0;76;;2640;5116;1947;33679;8064;306;123;4507
2024-10-19 16:00:00+02:00;40457;328;568;0;76;;2398;5126;2174;34121;6194;308;116;4031
2024-10-19 17:00:00+02:00;40799;326;581;0;76;;1218;5142;2672;36371;3451;309;102;3456
2024-10-19 18:00:00+02:00;43296;326;568;0;76;693;;5414;3533;40084;950;310;34;3197
2024-10-19 19:00:00+02:00;46535;327;563;0;76;2424;;5720;3823;40843;291;309;18;3292
2024-10-19 20:00:00+02:00;44627;327;570;0;76;1470;;5641;3872;40898;0;309;25;3381
2024-10-19 21:00:00+02:00;42392;327;556;0;76;924;;5572;3461;40969;0;310;49;3404
2024-10-19 22:00:00+02:00;43103;326;552;0;76;865;;5573;3687;40866;0;311;160;3348
2024-10-19 23:00:00+02:00;43245;326;583;0;76;761;;5537;3364;41099;0;311;210;3155
2024-10-20 00:00:00+02:00;41020;325;566;0;76;2494;;5384;3171;40459;0;312;349;2907
2024-10-20 01:00:00+02:00;38837;327;552;0;78;1947;;5501;2788;38300;0;314;485;2818
2024-10-20 02:00:00+02:00;37263;326;544;0;80;;294;5441;2603;37445;0;313;687;2776
2024-10-20 03:00:00+02:00;35173;325;574;0;80;;1930;5387;2422;36137;0;314;869;2864
2024-10-20 04:00:00+02:00;33768;326;570;0;80;;1992;5271;1993;34751;0;313;1056;3157
2024-10-20 05:00:00+02:00;33741;325;544;0;80;;2038;5185;1789;34166;0;313;1197;3636
2024-10-20 06:00:00+02:00;34590;322;548;0;80;;2027;5026;1760;34139;0;313;1315;4405
2024-10-20 07:00:00+02:00;35810;328;580;0;80;;2086;4917;1773;34063;285;314;1395;5339
2024-10-20 08:00:00+02:00;37062;329;571;0;80;;2086;5015;1862;34065;447;313;1410;6534
2024-10-20 09:00:00+02:00;39054;330;585;0;80;;2135;4887;1742;33337;2121;313;1435;7514
2024-10-20 10:00:00+02:00;41161;326;593;0;80;;2361;4740;1307;31856;4918;315;1441;8387
2024-10-20 11:00:00+02:00;42642;328;562;0;80;;2421;4805;1274;27837;7155;312;1429;8932
2024-10-20 12:00:00+02:00;45034;327;549;0;80;;2434;4831;1596;27243;8549;308;1426;9041
2024-10-20 13:00:00+02:00;42897;329;558;0;80;;2231;4866;2009;26921;7731;309;1424;5428
2024-10-20 14:00:00+02:00;40762;327;570;0;80;;2485;4884;1451;27066;7310;308;974;5430
2024-10-20 15:00:00+02:00;39222;327;571;0;80;;2544;4927;1547;26925;7507;304;952;9488
2024-10-20 16:00:00+02:00;38636;326;586;0;80;;2394;4958;1749;27377;5869;305;1213;9978
2024-10-20 17:00:00+02:00;38999;324;543;0;80;;2044;5083;2136;29257;3081;304;1326;9792
2024-10-20 18:00:00+02:00;41560;325;543;0;80;;117;5202;2580;34139;878;306;1392;9996
2024-10-20 19:00:00+02:00;45334;325;546;0;80;1670;;5364;2808;36735;292;307;1207;10095
2024-10-20 20:00:00+02:00;43845;325;539;0;80;1479;;5449;2602;36673;0;307;1190;9888
2024-10-20 21:00:00+02:00;41894;326;533;0;80;;262;5367;2528;34997;0;307;1101;9534
2024-10-20 22:00:00+02:00;42359;326;533;0;80;;986;5207;2483;33894;0;310;794;8851
2024-10-20 23:00:00+02:00;42262;325;572;0;79;;1155;5028;2024;31470;0;310;546;8342
2024-10-21 00:00:00+02:00;39796;327;551;0;80;;1657;5054;2088;31587;0;315;409;7637
2024-10-21 01:00:00+02:00;37631;326;547;0;80;;2029;5020;1744;31865;0;317;350;6563
2024-10-21 02:00:00+02:00;36258;325;549;0;80;;2322;5077;1641;31316;0;316;294;5581
2024-10-21 03:00:00+02:00;34389;328;551;0;80;;2221;5021;1558;31215;0;315;247;5016
2024-10-21 04:00:00+02:00;33923;328;561;0;80;;1736;5015;1581;31625;0;313;181;4481
2024-10-21 05:00:00+02:00;36147;329;584;0;80;;1020;5052;1916;33855;0;314;198;4111
2024-10-21 06:00:00+02:00;40620;329;580;0;80;920;;5083;2961;37001;0;311;198;3876
2024-10-21 07:00:00+02:00;45507;327;553;0;80;1855;;5190;3108;39296;291;312;163;3914
2024-10-21 08:00:00+02:00;48010;329;538;0;80;2388;;5338;3244;39635;454;312;234;3936
2024-10-21 09:00:00+02:00;48762;327;528;0;79;2011;;5345;2976;39674;2275;309;197;3476
2024-10-21 10:00:00+02:00;49749;328;534;0;79;1755;;5146;2802;39727;5723;310;147;2722
2024-10-21 11:00:00+02:00;50517;331;528;0;79;1499;;5035;2636;39756;8512;312;79;2375
2024-10-21 12:00:00+02:00;51569;330;524;0;80;766;;5018;2284;39977;10295;307;23;2464
2024-10-21 13:00:00+02:00;50447;328;530;0;80;;905;4989;1976;40552;10996;308;47;2602
2024-10-21 14:00:00+02:00;49363;327;542;0;80;;1500;4917;1759;40533;10773;308;125;2683
2024-10-21 15:00:00+02:00;47819;328;562;0;80;;1695;4941;1789;40026;9432;311;392;2905
2024-10-21 16:00:00+02:00;46491;327;819;0;80;;1644;5026;2250;40085;6759;308;462;3377
2024-10-21 17:00:00+02:00;46111;327;1059;0;80;;990;5487;2525;40780;3310;297;240;3537
2024-10-21 18:00:00+02:00;48570;327;1792;0;80;1644;;5757;3413;41647;848;297;75;3443
2024-10-21 19:00:00+02:00;51891;329;2496;0;80;3499;;5747;3666;41782;301;297;46;3739
2024-10-21 20:00:00+02:00;48595;328;2567;0;79;2490;;5698;3287;41782;0;299;86;4358
2024-10-21 21:00:00+02:00;45281;328;1671;0;79;1028;;5554;2714;41816;0;299;169;5344
2024-10-21 22:00:00+02:00;45322;327;959;0;79;373;;5536;2887;42074;0;300;225;6566
2024-10-21 23:00:00+02:00;45111;330;576;0;80;;440;5413;2977;42024;0;302;164;6237
2024-10-22 00:00:00+02:00;42457;327;589;0;80;;666;5149;2656;41994;0;299;176;5057
2024-10-22 01:00:00+02:00;40007;325;559;0;80;;1452;5066;2334;41780;0;300;229;3591
2024-10-22 02:00:00+02:00;38634;325;557;0;80;;1230;4985;1884;41366;0;301;278;3233
2024-10-22 03:00:00+02:00;36897;325;641;0;77;;2083;4970;1709;41458;0;303;223;2755
2024-10-22 04:00:00+02:00;36162;328;642;0;77;;2172;4949;1662;41315;0;302;245;2384
2024-10-22 05:00:00+02:00;37970;329;647;0;77;;1513;4931;1833;41485;0;306;192;1908
2024-10-22 06:00:00+02:00;42227;329;538;0;79;767;;5065;2268;41988;0;306;199;1654
2024-10-22 07:00:00+02:00;47105;333;973;0;81;1572;;5205;2458;42294;289;309;203;1543
2024-10-22 08:00:00+02:00;49637;334;1681;0;80;2549;;5243;2770;42317;394;307;271;1462
2024-10-22 09:00:00+02:00;50525;334;1939;0;80;1950;;5079;2436;42315;1356;302;344;1465
2024-10-22 10:00:00+02:00;51081;332;1237;0;80;1325;;4885;2639;42283;3374;299;357;1260
2024-10-22 11:00:00+02:00;51642;333;677;0;80;1281;;4922;2475;42259;5199;299;317;1176
2024-10-22 12:00:00+02:00;52316;329;541;0;80;686;;4854;2414;42037;6696;298;285;1186
2024-10-22 13:00:00+02:00;50993;325;541;0;81;;136;4867;2222;42242;7491;301;223;1245
2024-10-22 14:00:00+02:00;49713;325;536;0;80;;241;4794;2041;41911;7568;303;162;1296
2024-10-22 15:00:00+02:00;48224;323;545;0;81;;902;4807;1886;41739;6851;300;128;1262
2024-10-22 16:00:00+02:00;46730;326;633;0;81;;1159;4912;1972;41824;5194;302;123;1293
2024-10-22 17:00:00+02:00;46314;326;981;0;81;;168;5179;2405;42122;2763;300;82;1274
2024-10-22 18:00:00+02:00;49050;326;2471;0;147;2058;;5723;3435;42112;803;298;75;1237
2024-10-22 19:00:00+02:00;52736;329;3067;0;207;2916;;5781;3401;42014;296;291;81;1366
2024-10-22 20:00:00+02:00;49764;330;3010;0;155;3010;;5691;3249;42108;0;293;88;1607
2024-10-22 21:00:00+02:00;46528;330;2559;0;80;1980;;5601;3205;42430;0;301;76;1842
2024-10-22 22:00:00+02:00;46884;330;1779;0;80;1426;;5549;3180;42627;0;311;68;1953
2024-10-22 23:00:00+02:00;46436;330;1764;0;80;1144;;5419;2910;42673;0;313;85;1951
2024-10-23 00:00:00+02:00;43843;329;995;0;81;976;;5314;2819;42575;0;318;85;1998
2024-10-23 01:00:00+02:00;41510;328;576;0;81;846;;5274;2705;42482;0;323;74;1886
2024-10-23 02:00:00+02:00;40291;328;573;0;81;532;;5055;2489;42484;0;319;53;1827
2024-10-23 03:00:00+02:00;38533;328;568;0;79;114;;4983;2330;42130;0;320;37;1837
2024-10-23 04:00:00+02:00;37868;327;571;0;77;;258;5019;1996;42366;0;324;37;1870
2024-10-23 05:00:00+02:00;39754;327;567;0;77;65;;5056;2289;42573;0;324;35;1899
